url,path,path_depth,slug_tokens,action,object,scene,intent_category,notes,lastmod
https://www.krea.ai/nodes/app/Numan/outfit-check,/nodes/app/Numan/outfit-check,4,nodes app numan outfit check,,,,unknown,,2025-12-04T00:12:42.061Z
https://www.krea.ai/nodes/app/admirablepoignanthummingbird/badge-generator-0-4-2,/nodes/app/admirablepoignanthummingbird/badge-generator-0-4-2,4,nodes app admirablepoignanthummingbird badge generator 0 4 2,generate,,,generate-general,Generate new content from prompts or source assets.,2025-12-16T15:27:29.127Z
https://www.krea.ai/nodes/app/tantalizingdashingaurochs/blumenstr-usse-vogelperspektive,/nodes/app/tantalizingdashingaurochs/blumenstr-usse-vogelperspektive,4,nodes app tantalizingdashingaurochs blumenstr usse vogelperspektive,,,,unknown,,2025-12-16T10:51:47.276Z
https://www.krea.ai/nodes/app/Beccu/moving-ad,/nodes/app/Beccu/moving-ad,4,nodes app beccu moving ad,,,,unknown,,2025-12-05T20:03:51.104Z
https://www.krea.ai/nodes/app/lionheartedthrilledpufferfish/omnichat-icon-generator-v2,/nodes/app/lionheartedthrilledpufferfish/omnichat-icon-generator-v2,4,nodes app lionheartedthrilledpufferfish omnichat icon generator v2,generate,logo,,generate-logo,Generate new logo from prompts or source assets.,2025-12-05T11:52:53.281Z
https://www.krea.ai/nodes/app/sociableunrivaledseal/new-zealand-national-skills-employment-system-ecosystem,/nodes/app/sociableunrivaledseal/new-zealand-national-skills-employment-system-ecosystem,4,nodes app sociableunrivaledseal new zealand national skills employment system ecosystem,,,,unknown,,2025-12-03T09:00:04.730Z
https://www.krea.ai/nodes/app/InformDesigns/gameboy-me,/nodes/app/InformDesigns/gameboy-me,4,nodes app informdesigns gameboy me,,,,unknown,,2025-12-16T20:42:41.186Z
https://www.krea.ai/nodes/app/thoughtfulradiantant/image-prompt,/nodes/app/thoughtfulradiantant/image-prompt,4,nodes app thoughtfulradiantant image prompt,,image,,general-image,image related utility.,2025-12-10T00:37:22.924Z
https://www.krea.ai/nodes/app/paiaz/overfiller-face,/nodes/app/paiaz/overfiller-face,4,nodes app paiaz overfiller face,,face,,general-face,face related utility.,2025-12-16T05:01:20.365Z
https://www.krea.ai/nodes/app/paiaz/balloon-product-render-reference-guided-cgi,/nodes/app/paiaz/balloon-product-render-reference-guided-cgi,4,nodes app paiaz balloon product render reference guided cgi,,,,unknown,,2025-12-12T08:23:03.750Z
https://www.krea.ai/nodes/app/mergexmachine/modeled-product-content-creation,/nodes/app/mergexmachine/modeled-product-content-creation,4,nodes app mergexmachine modeled product content creation,generate,,,generate-general,Generate new content from prompts or source assets.,2025-12-14T03:45:46.180Z
